"date","shown","clicked","converted","avg_cost_per_click","total_revenue","ad"
2015-11-15,179120,656,0,0.7,0,"ad_group_25"
2015-11-16,179710,607,0,0.68,0,"ad_group_25"
2015-11-17,176295,684,0,0.75,0,"ad_group_25"
2015-11-18,168650,593,0,0.7,0,"ad_group_25"
2015-11-19,182453,662,0,0.72,0,"ad_group_25"
2015-11-20,176797,596,0,0.73,0,"ad_group_25"
2015-11-21,192507,682,0,0.58,0,"ad_group_25"
2015-11-22,168502,603,0,0.7,0,"ad_group_25"
2015-10-01,58332,6256,255,2.62,5138.64,"ad_group_26"
2015-10-02,62377,5371,320,2.19,8090.45,"ad_group_26"
2015-10-03,61158,4621,296,1.89,6027.21,"ad_group_26"
2015-10-04,61352,6880,309,2.62,4210.71,"ad_group_26"
2015-10-05,61670,4546,243,1.89,5170.47,"ad_group_26"
2015-10-06,61740,4384,303,1.8,6859.22,"ad_group_26"
2015-10-07,63793,6140,266,2.33,3634.13,"ad_group_26"
2015-10-08,69187,5983,342,2.11,2916.4,"ad_group_26"
2015-10-09,65249,5528,307,2.05,7609.84,"ad_group_26"
2015-10-10,71877,6339,340,2.15,3365.03,"ad_group_26"
2015-10-11,68076,6221,290,2.26,5184.28,"ad_group_26"
2015-10-12,75294,6389,328,2.15,4564.45,"ad_group_26"
2015-10-13,69223,5209,346,1.89,3674.95,"ad_group_26"
2015-10-14,69178,7112,325,2.43,4036.46,"ad_group_26"
2015-10-15,71304,6817,301,2.35,6249.49,"ad_group_26"
2015-10-16,73924,6401,331,2.09,4668.99,"ad_group_26"
2015-10-17,76431,7311,311,2.31,5758.11,"ad_group_26"
2015-10-18,72422,6556,293,2.26,7610.06,"ad_group_26"
2015-10-19,75796,7470,233,2.42,5127.24,"ad_group_26"
2015-10-20,74558,6526,352,2.18,4529.67,"ad_group_26"
2015-10-21,71223,7156,320,2.47,5845.8,"ad_group_26"
2015-10-22,70541,7292,342,2.5,4795.17,"ad_group_26"
2015-10-23,74563,8323,365,2.63,6585.55,"ad_group_26"
2015-10-24,76800,6184,398,2.1,4718.54,"ad_group_26"
2015-10-25,74758,6641,361,2.24,3688.3,"ad_group_26"
2015-10-26,76372,6356,315,2.09,4874.15,"ad_group_26"
2015-10-27,73306,7335,452,2.38,7495.52,"ad_group_26"
2015-10-28,70679,7581,347,2.5,6833.63,"ad_group_26"
2015-10-29,73434,6339,284,2.15,5593.09,"ad_group_26"
2015-10-30,73211,7205,298,2.36,3729.82,"ad_group_26"
2015-10-31,76078,6243,341,2.01,6733.62,"ad_group_26"
2015-11-01,77474,6517,396,2.11,9294.36,"ad_group_26"
2015-11-02,74989,5799,404,1.99,5238.98,"ad_group_26"
2015-11-03,71988,7282,313,2.39,4108.3,"ad_group_26"
2015-11-04,78512,8804,392,2.65,8148.91,"ad_group_26"
2015-11-05,74894,5791,362,2,4196.1,"ad_group_26"
2015-11-06,74390,7125,365,2.32,7369.12,"ad_group_26"
2015-11-07,78165,7457,338,2.4,3595.43,"ad_group_26"
2015-11-08,77390,6559,328,2.13,6873.01,"ad_group_26"
2015-11-09,72645,6457,326,2.19,1782.3,"ad_group_26"
2015-11-10,74049,6320,372,2.17,2513.87,"ad_group_26"
2015-11-11,76168,6915,394,2.22,4898.25,"ad_group_26"
2015-11-12,74544,7422,324,2.33,7848.26,"ad_group_26"
2015-11-13,73321,6701,311,2.23,3658.13,"ad_group_26"
2015-11-14,77526,5950,290,1.95,2296.02,"ad_group_26"
2015-11-15,71751,6847,279,2.39,5003.88,"ad_group_26"
2015-11-16,75429,6839,306,2.19,5986.33,"ad_group_26"
2015-11-17,75897,7648,286,2.55,4216.47,"ad_group_26"
2015-11-18,72826,6899,280,2.32,4570.83,"ad_group_26"
2015-11-19,71014,5804,361,2.03,4352.26,"ad_group_26"
2015-11-20,71578,6651,311,2.3,5178.51,"ad_group_26"
2015-11-21,77549,7302,365,2.28,5448.04,"ad_group_26"
2015-11-22,74800,5838,380,2.03,3326.19,"ad_group_26"
2015-10-01,63578,495,16,0.39,333.94,"ad_group_27"
2015-10-02,68021,507,14,0.38,197.23,"ad_group_27"
2015-10-03,66362,439,19,0.37,332.08,"ad_group_27"
2015-10-04,63251,565,16,0.37,354.3,"ad_group_27"
2015-10-05,66636,481,18,0.42,215.62,"ad_group_27"
2015-10-06,62359,637,13,0.42,212.04,"ad_group_27"
2015-10-07,62833,620,18,0.4,144.01,"ad_group_27"
2015-10-08,66778,534,15,0.38,271.07,"ad_group_27"
2015-10-09,66208,591,17,0.39,164.61,"ad_group_27"
2015-10-10,62677,506,15,0.39,302.69,"ad_group_27"
2015-10-11,66480,583,20,0.34,352.45,"ad_group_27"
2015-10-12,65925,515,17,0.37,267.53,"ad_group_27"
2015-10-13,67264,567,17,0.37,224.48,"ad_group_27"
2015-10-14,67794,572,18,0.37,282.26,"ad_group_27"
2015-10-15,63810,621,15,0.41,258.03,"ad_group_27"
2015-10-16,69567,574,18,0.4,206.27,"ad_group_27"
2015-10-17,62029,522,18,0.36,286.88,"ad_group_27"
2015-10-18,66226,646,17,0.39,336.85,"ad_group_27"
2015-10-19,62749,504,16,0.35,117.04,"ad_group_27"
2015-10-20,69629,544,18,0.35,254.56,"ad_group_27"
2015-10-21,62050,621,16,0.41,166.82,"ad_group_27"
2015-10-22,68584,580,15,0.4,210.46,"ad_group_27"
2015-10-23,60443,543,15,0.39,234.69,"ad_group_27"
2015-10-24,67697,512,15,0.35,250.08,"ad_group_27"
2015-10-25,65901,538,16,0.37,290.03,"ad_group_27"
2015-10-26,65359,463,17,0.37,244.88,"ad_group_27"
2015-10-27,65196,571,14,0.41,227.94,"ad_group_27"
2015-10-28,70625,655,19,0.42,350.88,"ad_group_27"
2015-10-29,66247,556,17,0.4,287.84,"ad_group_27"
2015-10-30,68806,555,18,0.36,279.7,"ad_group_27"
2015-10-31,63381,454,14,0.4,245.17,"ad_group_27"
2015-11-01,70145,584,15,0.36,-25.09,"ad_group_27"
2015-11-02,67465,593,16,0.4,274.55,"ad_group_27"
2015-11-03,63653,630,20,0.37,277.48,"ad_group_27"
2015-11-04,64924,562,17,0.4,29.8,"ad_group_27"
2015-11-05,68368,547,19,0.37,315.58,"ad_group_27"
2015-11-06,63347,524,19,0.34,306.88,"ad_group_27"
2015-11-07,69415,487,18,0.35,406.27,"ad_group_27"
2015-11-08,67239,497,18,0.39,257.61,"ad_group_27"
2015-11-09,64726,423,16,0.34,246.53,"ad_group_27"
2015-11-10,62246,472,15,0.35,165.01,"ad_group_27"
2015-11-11,69374,586,16,0.39,327.82,"ad_group_27"
2015-11-12,65938,557,17,0.37,348.56,"ad_group_27"
2015-11-13,66295,484,15,0.36,121.46,"ad_group_27"
2015-11-14,65364,503,16,0.36,66.36,"ad_group_27"
2015-11-15,67294,506,17,0.39,192.29,"ad_group_27"
2015-11-16,65017,468,17,0.36,308.49,"ad_group_27"
2015-11-17,62500,511,19,0.42,529.41,"ad_group_27"
2015-11-18,64751,527,18,0.4,387.59,"ad_group_27"
2015-11-19,66089,588,17,0.38,202.88,"ad_group_27"
2015-11-20,67799,501,16,0.38,205.56,"ad_group_27"
2015-11-21,66262,483,16,0.34,200.82,"ad_group_27"
2015-11-22,65196,552,16,0.37,370.63,"ad_group_27"
2015-10-01,16564,1643,37,2.15,630.87,"ad_group_28"
2015-10-02,17289,1618,48,2.02,1078.51,"ad_group_28"
2015-10-03,17512,1690,46,2.12,892.63,"ad_group_28"
2015-10-04,17457,1487,57,1.91,929.3,"ad_group_28"
2015-10-05,16655,1603,51,2.14,488.84,"ad_group_28"
2015-10-06,17994,1544,45,1.89,508.86,"ad_group_28"
2015-10-07,17515,1635,51,2.04,1020.72,"ad_group_28"
2015-10-08,18590,1885,53,2.21,1229.03,"ad_group_28"
2015-10-09,18766,1759,55,2.06,666.3,"ad_group_28"
2015-10-10,18739,1735,41,2.05,559.13,"ad_group_28"
2015-10-11,18995,1981,63,2.27,1424.29,"ad_group_28"
2015-10-12,19328,1410,51,1.64,742.51,"ad_group_28"
2015-10-13,20150,1822,62,2,1207.36,"ad_group_28"
2015-10-14,19731,1786,50,1.99,1040.67,"ad_group_28"
2015-10-15,20767,1937,55,2.05,516.7,"ad_group_28"
2015-10-16,19912,1680,60,1.87,553.3,"ad_group_28"
2015-10-17,19870,1881,53,2.08,882.85,"ad_group_28"
2015-10-18,20774,2227,51,2.3,537.11,"ad_group_28"
2015-10-19,20427,1491,57,1.64,584.8,"ad_group_28"
2015-10-20,20103,1857,54,2.02,873.53,"ad_group_28"
2015-10-21,19351,1851,45,2.1,512.84,"ad_group_28"
2015-10-22,20212,1735,59,1.93,919.01,"ad_group_28"
2015-10-23,22207,1949,61,1.94,807.17,"ad_group_28"
2015-10-24,19775,1615,55,1.82,639.05,"ad_group_28"
2015-10-25,20865,1587,54,1.73,840.19,"ad_group_28"
2015-10-26,19989,1596,52,1.81,621.9,"ad_group_28"
2015-10-27,20743,1652,60,1.78,729.42,"ad_group_28"
2015-10-28,20058,1830,56,2.01,1193.14,"ad_group_28"
2015-10-29,20515,1824,55,1.99,509.19,"ad_group_28"
2015-10-30,21078,1794,58,1.91,996.2,"ad_group_28"
2015-10-31,19685,1864,63,2.09,913.56,"ad_group_28"
2015-11-01,20354,2081,53,2.21,1029.41,"ad_group_28"
2015-11-02,20321,1811,52,1.96,829.71,"ad_group_28"
2015-11-03,21389,1986,62,2.04,383.44,"ad_group_28"
2015-11-04,20469,1802,57,1.98,879.42,"ad_group_28"
2015-11-05,22220,1776,56,1.79,720.23,"ad_group_28"
2015-11-06,21220,1727,62,1.81,1344.99,"ad_group_28"
2015-11-07,19132,1481,64,1.76,1108.94,"ad_group_28"
2015-11-08,20130,1561,57,1.72,704.81,"ad_group_28"
2015-11-09,20377,1730,60,1.9,923.06,"ad_group_28"
2015-11-10,21656,1838,66,1.9,1124.49,"ad_group_28"
2015-11-11,20141,1594,50,1.78,541.81,"ad_group_28"
2015-11-12,20531,1793,64,1.92,597.33,"ad_group_28"
2015-11-13,20497,1804,55,1.95,504.92,"ad_group_28"
2015-11-14,19423,1689,50,1.92,1070.46,"ad_group_28"
2015-11-15,20402,1831,78,1.98,1025.76,"ad_group_28"
2015-11-16,20788,1765,57,1.93,1005.58,"ad_group_28"
2015-11-17,21106,1854,67,1.94,1432.89,"ad_group_28"
2015-11-18,19972,2113,51,2.32,1041.97,"ad_group_28"
2015-11-19,20423,1973,60,2.1,1385.81,"ad_group_28"
2015-11-20,20980,1955,56,2.04,1200.71,"ad_group_28"
2015-11-21,20439,1796,68,1.91,700.71,"ad_group_28"
2015-11-22,20390,1924,63,2.03,1196.05,"ad_group_28"
2015-10-01,19072,1175,20,1.62,370.47,"ad_group_29"
2015-10-02,20667,1427,20,1.71,380.99,"ad_group_29"
2015-10-03,20045,1385,23,1.75,370.85,"ad_group_29"
2015-10-04,19921,1379,15,1.75,246.09,"ad_group_29"
2015-10-05,21710,1154,24,1.41,408.01,"ad_group_29"
2015-10-06,21474,1462,22,1.78,195.96,"ad_group_29"
2015-10-07,18470,1184,17,1.67,299.62,"ad_group_29"
2015-10-08,21401,1319,22,1.54,393.1,"ad_group_29"
2015-10-09,20461,1340,18,1.62,223.15,"ad_group_29"
2015-10-10,20401,1018,19,1.4,253.24,"ad_group_29"
2015-10-11,20241,1282,15,1.67,165.74,"ad_group_29"
2015-10-12,20903,1393,19,1.7,324.96,"ad_group_29"
2015-10-13,21083,1357,20,1.69,126.82,"ad_group_29"
2015-10-14,20306,1350,16,1.72,308.8,"ad_group_29"
2015-10-15,19622,1472,18,1.84,211.3,"ad_group_29"
2015-10-16,20306,1359,17,1.73,335.82,"ad_group_29"
2015-10-17,21123,1539,18,1.85,405.97,"ad_group_29"
2015-10-18,20620,1166,23,1.51,81.59,"ad_group_29"
2015-10-19,19852,1568,19,1.96,319.32,"ad_group_29"
2015-10-20,20426,1222,22,1.51,305.08,"ad_group_29"
2015-10-21,21303,1177,21,1.48,344.11,"ad_group_29"
2015-10-22,19712,1228,17,1.57,249.48,"ad_group_29"
2015-10-23,21362,1178,22,1.47,150.65,"ad_group_29"
2015-10-24,20711,1316,19,1.62,137.58,"ad_group_29"
2015-10-25,21320,1461,24,1.74,149.01,"ad_group_29"
2015-10-26,20173,1115,18,1.47,289.43,"ad_group_29"
2015-10-27,22637,1183,25,1.39,491.43,"ad_group_29"
2015-10-28,21530,1597,20,1.82,304.93,"ad_group_29"
2015-10-29,20193,1048,20,1.43,251.91,"ad_group_29"
2015-10-30,21154,1249,19,1.51,406.28,"ad_group_29"
2015-10-31,20091,1345,18,1.66,176.23,"ad_group_29"
2015-11-01,20627,1400,19,1.75,362.39,"ad_group_29"
2015-11-02,20296,1312,19,1.72,219.74,"ad_group_29"
2015-11-03,20078,1403,19,1.77,339.36,"ad_group_29"
2015-11-04,21162,1537,21,1.84,344.86,"ad_group_29"
2015-11-05,20672,1114,15,1.39,232.72,"ad_group_29"
2015-11-06,21267,1377,21,1.64,208.78,"ad_group_29"
2015-11-07,20325,1439,23,1.82,332.64,"ad_group_29"
2015-11-08,20840,1253,21,1.56,305.85,"ad_group_29"
2015-11-09,21601,1568,21,1.82,218.48,"ad_group_29"
2015-11-10,20555,1327,20,1.68,284.73,"ad_group_29"
2015-11-11,21433,1226,19,1.56,162.04,"ad_group_29"
2015-11-12,20790,1268,25,1.57,160.43,"ad_group_29"
2015-11-13,20415,1544,19,1.83,153.62,"ad_group_29"
2015-11-14,21151,1320,21,1.64,106.91,"ad_group_29"
2015-11-15,22070,1400,20,1.67,-3.56,"ad_group_29"
2015-11-16,20414,1366,21,1.73,327.18,"ad_group_29"
2015-11-17,20648,1194,20,1.45,267.27,"ad_group_29"
2015-11-18,20126,1204,18,1.58,289.87,"ad_group_29"
2015-11-19,22210,1443,21,1.66,430.01,"ad_group_29"
2015-11-20,20689,1144,21,1.42,327.67,"ad_group_29"
2015-11-21,20207,1278,17,1.65,199.57,"ad_group_29"
2015-11-22,20144,1011,17,1.32,198.42,"ad_group_29"
2015-10-01,109559,1175,16,1.09,137.34,"ad_group_30"
2015-10-02,108788,1070,15,1.07,131.44,"ad_group_30"
2015-10-03,111132,1246,18,0.96,374.09,"ad_group_30"
2015-10-04,113693,1175,18,1.01,228.18,"ad_group_30"
2015-10-05,113467,1334,17,1.03,428.39,"ad_group_30"
2015-10-06,109089,1390,16,1.23,290.95,"ad_group_30"
2015-10-07,115074,1102,20,1.11,438.67,"ad_group_30"
2015-10-08,114441,1348,19,1.16,303.7,"ad_group_30"
2015-10-09,116638,1214,17,0.97,204.41,"ad_group_30"
2015-10-10,112934,1219,17,1.21,575.48,"ad_group_30"
2015-10-11,123895,1462,15,1.15,194.17,"ad_group_30"
2015-10-12,124914,1564,16,1.23,201.15,"ad_group_30"
2015-10-13,120841,1572,19,1.1,432.43,"ad_group_30"
2015-10-14,117313,1259,18,1.07,320.59,"ad_group_30"
2015-10-15,123456,1437,18,1.16,109.36,"ad_group_30"
2015-10-16,120138,1328,20,1.06,304.61,"ad_group_30"
2015-10-17,115602,1268,16,1.14,203.94,"ad_group_30"
2015-10-18,118263,1200,15,1.09,146.35,"ad_group_30"
2015-10-19,112299,1376,18,1.18,359.31,"ad_group_30"
2015-10-20,110894,1157,14,1.12,157.71,"ad_group_30"
2015-10-21,113349,1098,14,1.21,178.63,"ad_group_30"
2015-10-22,115849,1274,18,1.12,164.32,"ad_group_30"
2015-10-23,120349,1512,16,0.99,206.34,"ad_group_30"
2015-10-24,124719,1448,19,1.25,319.81,"ad_group_30"
2015-10-25,134302,1522,22,1.03,525.74,"ad_group_30"
2015-10-26,130542,1235,19,1.06,272.27,"ad_group_30"
2015-10-27,117892,1206,18,1.01,253.63,"ad_group_30"
2015-10-28,111144,1108,20,1.21,312.61,"ad_group_30"
2015-10-29,112893,1179,15,1.13,322.91,"ad_group_30"
2015-10-30,123535,1522,19,0.98,94.45,"ad_group_30"
2015-10-31,120386,1270,16,1.09,397.64,"ad_group_30"
2015-11-01,117213,1146,14,1.04,208.11,"ad_group_30"
2015-11-02,119493,1488,20,1.11,405.77,"ad_group_30"
2015-11-03,111963,1110,13,0.98,301.22,"ad_group_30"
2015-11-04,108699,1296,14,0.96,224.4,"ad_group_30"
2015-11-05,111960,1147,13,1.03,222.77,"ad_group_30"
2015-11-06,118064,1071,18,1.02,222.64,"ad_group_30"
2015-11-07,111449,1136,19,1.12,248.21,"ad_group_30"
2015-11-08,108858,969,16,0.94,270.67,"ad_group_30"
2015-11-09,110546,1068,16,1.19,184.11,"ad_group_30"
2015-11-10,110918,1073,12,1.12,229.32,"ad_group_30"
2015-11-11,114415,1467,18,1.03,171.63,"ad_group_30"
2015-11-12,116951,1224,18,1.14,181.61,"ad_group_30"
2015-11-13,116767,1369,16,1.09,350.06,"ad_group_30"
2015-11-14,119757,1206,17,1.11,170.23,"ad_group_30"
2015-11-15,116185,1213,13,1.13,221.4,"ad_group_30"
2015-11-16,114788,1110,19,0.94,404.43,"ad_group_30"
2015-11-17,116719,1388,17,1.16,351.12,"ad_group_30"
2015-11-18,114151,1429,15,1.11,246.37,"ad_group_30"
2015-11-19,111958,1457,17,1.19,142.08,"ad_group_30"
2015-11-20,114990,1250,15,1.05,243.61,"ad_group_30"
2015-11-21,121696,1312,18,1.16,312.82,"ad_group_30"
2015-11-22,123653,1310,17,1.17,199.95,"ad_group_30"
2015-10-01,116007,527,49,0.13,636.96,"ad_group_31"
2015-10-02,119764,594,59,0.14,1048,"ad_group_31"
2015-10-03,124547,803,53,0.17,608.73,"ad_group_31"
2015-10-04,124924,581,48,0.14,768.6,"ad_group_31"
2015-10-05,126069,618,57,0.14,625.93,"ad_group_31"
2015-10-06,125691,596,56,0.15,990.38,"ad_group_31"
2015-10-07,122895,665,51,0.16,657.64,"ad_group_31"
2015-10-08,129212,625,60,0.14,320.47,"ad_group_31"
2015-10-09,131495,677,59,0.14,772.51,"ad_group_31"
2015-10-10,127641,633,59,0.14,851.46,"ad_group_31"
2015-10-11,127678,755,62,0.16,929.28,"ad_group_31"
2015-10-12,137024,675,63,0.14,651.56,"ad_group_31"
2015-10-13,136560,751,65,0.15,412.02,"ad_group_31"
2015-10-14,136213,679,58,0.14,616.34,"ad_group_31"
2015-10-15,143413,863,71,0.16,1388.76,"ad_group_31"
2015-10-16,131492,642,57,0.15,1301.61,"ad_group_31"
2015-10-17,133849,770,63,0.16,870.57,"ad_group_31"
2015-10-18,142085,765,71,0.15,832.52,"ad_group_31"
2015-10-19,137050,667,67,0.14,517.38,"ad_group_31"
2015-10-20,136698,716,61,0.15,692.77,"ad_group_31"
2015-10-21,141432,808,70,0.16,756.99,"ad_group_31"
2015-10-22,137126,688,48,0.15,718.9,"ad_group_31"
2015-10-23,126789,619,57,0.14,671.64,"ad_group_31"
2015-10-24,124128,600,53,0.14,758.81,"ad_group_31"
2015-10-25,128986,730,48,0.15,636.39,"ad_group_31"
2015-10-26,134013,661,69,0.15,1171.52,"ad_group_31"
2015-10-27,131209,549,69,0.13,1377.68,"ad_group_31"
2015-10-28,130085,588,55,0.13,861.02,"ad_group_31"
2015-10-29,126335,702,57,0.16,1022.11,"ad_group_31"
2015-10-30,128833,589,54,0.13,910,"ad_group_31"
2015-10-31,132876,834,69,0.17,1458.38,"ad_group_31"
2015-11-01,132946,652,53,0.13,869.58,"ad_group_31"
2015-11-02,130338,653,51,0.15,1092.41,"ad_group_31"
2015-11-03,126262,566,58,0.13,943.96,"ad_group_31"
2015-11-04,127854,670,62,0.15,943.93,"ad_group_31"
2015-11-05,133031,664,64,0.15,993.09,"ad_group_31"
2015-11-06,124050,482,57,0.13,1012.59,"ad_group_31"
2015-11-07,137616,745,69,0.15,1247.81,"ad_group_31"
2015-11-08,133772,655,61,0.15,800.33,"ad_group_31"
2015-11-09,133477,571,62,0.13,1140.31,"ad_group_31"
2015-11-10,134320,838,69,0.16,715.48,"ad_group_31"
2015-11-11,134420,844,62,0.17,1026.9,"ad_group_31"
2015-11-12,133176,654,66,0.14,1154.94,"ad_group_31"
2015-11-13,127638,668,52,0.14,303.19,"ad_group_31"
2015-11-14,128232,713,54,0.15,985.53,"ad_group_31"
2015-11-15,128750,661,50,0.14,744.7,"ad_group_31"
2015-11-16,128218,714,53,0.15,808.26,"ad_group_31"
2015-11-17,123051,741,50,0.17,583.33,"ad_group_31"
2015-11-18,134767,778,70,0.16,574.1,"ad_group_31"
2015-11-19,138365,677,59,0.14,865.25,"ad_group_31"
2015-11-20,121776,673,59,0.14,921.57,"ad_group_31"
2015-11-21,123573,705,54,0.16,841.29,"ad_group_31"
2015-11-22,126477,739,59,0.16,1212.58,"ad_group_31"
2015-10-01,32350,2376,23,1.61,316.56,"ad_group_32"
2015-10-02,32752,2741,20,1.84,266.94,"ad_group_32"
2015-10-03,35311,2653,22,1.7,344.75,"ad_group_32"
2015-10-04,34181,2552,28,1.68,228.06,"ad_group_32"
2015-10-05,34221,2475,26,1.64,400.95,"ad_group_32"
2015-10-06,36151,2797,25,1.72,452.29,"ad_group_32"
2015-10-07,33325,3568,22,2.34,88.05,"ad_group_32"
2015-10-08,38131,3290,28,1.92,266.38,"ad_group_32"
2015-10-09,39038,2943,27,1.68,611.52,"ad_group_32"
2015-10-10,39820,3289,31,1.83,568.38,"ad_group_32"
2015-10-11,38680,3860,23,2.17,437.72,"ad_group_32"
2015-10-12,37935,2162,27,1.34,209.17,"ad_group_32"
2015-10-13,38107,4169,25,2.38,271.39,"ad_group_32"
2015-10-14,36595,3350,18,2.01,375.37,"ad_group_32"
2015-10-15,38719,3395,20,1.94,272.17,"ad_group_32"
2015-10-16,39009,3793,30,2.1,332.14,"ad_group_32"
2015-10-17,40614,3265,23,1.77,390.27,"ad_group_32"
2015-10-18,40991,2731,37,1.5,167.3,"ad_group_32"
2015-10-19,39185,3248,25,1.85,329.5,"ad_group_32"
2015-10-20,36137,2171,21,1.38,325.53,"ad_group_32"
2015-10-21,37072,3338,26,1.99,482.52,"ad_group_32"
2015-10-22,40085,3929,27,2.15,383.95,"ad_group_32"
2015-10-23,41682,3869,32,2.03,318.02,"ad_group_32"
2015-10-24,38479,3266,23,1.89,340.6,"ad_group_32"
2015-10-25,40105,3773,29,2.07,680.47,"ad_group_32"
2015-10-26,38307,3455,28,1.99,480.13,"ad_group_32"
2015-10-27,36938,3313,21,1.98,359.99,"ad_group_32"
2015-10-28,38648,3659,26,2.09,455.93,"ad_group_32"
2015-10-29,40630,4354,33,2.32,436.11,"ad_group_32"
2015-10-30,39620,3533,30,1.98,368.25,"ad_group_32"
2015-10-31,39937,3510,33,1.96,108.32,"ad_group_32"
2015-11-01,40880,3599,26,1.94,424.98,"ad_group_32"
2015-11-02,38510,3490,26,1.99,341.38,"ad_group_32"
2015-11-03,40200,4005,24,2.15,289.83,"ad_group_32"
2015-11-04,38524,3904,25,2.19,441.15,"ad_group_32"
2015-11-05,39027,3775,25,2.07,482.54,"ad_group_32"
2015-11-06,39146,2926,25,1.7,137.6,"ad_group_32"
2015-11-07,37620,3100,32,1.84,623.45,"ad_group_32"
2015-11-08,38540,3119,29,1.81,486.56,"ad_group_32"
2015-11-09,39435,4023,26,2.2,428.95,"ad_group_32"
2015-11-10,40603,3354,27,1.83,652.79,"ad_group_32"
2015-11-11,37981,3905,25,2.25,644.28,"ad_group_32"
2015-11-12,40512,3258,32,1.78,483.19,"ad_group_32"
2015-11-13,38592,3357,28,1.92,444.18,"ad_group_32"
2015-11-14,38158,3780,27,2.16,376.34,"ad_group_32"
2015-11-15,38244,3382,26,1.92,303.69,"ad_group_32"
2015-11-16,39943,3523,30,1.93,421.5,"ad_group_32"
2015-11-17,41696,4159,26,2.16,204.48,"ad_group_32"
2015-11-18,39727,3117,31,1.72,343.76,"ad_group_32"
2015-11-19,39373,3760,26,2.07,346.2,"ad_group_32"
2015-11-20,39292,3649,30,2.03,397.23,"ad_group_32"
2015-11-21,40577,3665,32,1.99,266.18,"ad_group_32"
2015-11-22,38336,3503,31,1.97,274.19,"ad_group_32"
2015-10-01,14320,657,26,0.92,53.04,"ad_group_33"
2015-10-02,15727,768,26,0.98,380.57,"ad_group_33"
2015-10-03,14657,746,28,1.02,423.6,"ad_group_33"
2015-10-04,14817,688,23,0.93,173.13,"ad_group_33"
2015-10-05,15756,807,24,1.03,123.89,"ad_group_33"
2015-10-06,15779,854,24,1.09,369.77,"ad_group_33"
2015-10-07,14702,738,17,1.01,276.88,"ad_group_33"
2015-10-08,17038,693,28,0.82,408.06,"ad_group_33"
2015-10-09,15969,825,25,1.04,440.35,"ad_group_33"
2015-10-10,16688,857,30,1.03,509.54,"ad_group_33"
2015-10-11,16303,744,27,0.92,102.78,"ad_group_33"
2015-10-12,16084,604,32,0.76,459.85,"ad_group_33"
2015-10-13,16630,696,30,0.84,144.85,"ad_group_33"
2015-10-14,15986,786,24,0.99,374.83,"ad_group_33"
2015-10-15,15529,675,27,0.88,399.91,"ad_group_33"
2015-10-16,16603,635,28,0.77,411.94,"ad_group_33"
2015-10-17,16424,845,30,1.04,636.97,"ad_group_33"
2015-10-18,16575,824,24,1,233.81,"ad_group_33"
2015-10-19,16780,841,25,1.01,511.71,"ad_group_33"
2015-10-20,14959,681,23,0.92,506.06,"ad_group_33"
2015-10-21,16200,661,29,0.82,603.8,"ad_group_33"
2015-10-22,15147,745,25,0.99,232.53,"ad_group_33"
2015-10-23,16070,783,23,0.98,430.5,"ad_group_33"
2015-10-24,15389,596,21,0.78,336.36,"ad_group_33"
2015-10-25,15238,684,23,0.9,437.65,"ad_group_33"
2015-10-26,16253,765,30,0.95,497.4,"ad_group_33"
2015-10-27,15684,624,26,0.8,494.06,"ad_group_33"
2015-10-28,16185,661,30,0.82,319.24,"ad_group_33"
2015-10-29,16017,804,29,1.01,196.86,"ad_group_33"
2015-10-30,15368,795,26,1.04,458.83,"ad_group_33"
2015-10-31,16506,641,28,0.78,383.84,"ad_group_33"
2015-11-01,15171,589,26,0.78,332.8,"ad_group_33"
2015-11-02,16431,831,29,1.02,555.9,"ad_group_33"
2015-11-03,16792,842,30,1.01,317.83,"ad_group_33"
2015-11-04,16519,792,21,0.97,210.8,"ad_group_33"
2015-11-05,15094,628,27,0.84,572.34,"ad_group_33"
2015-11-06,16963,826,26,0.98,406.13,"ad_group_33"
2015-11-07,16133,623,26,0.78,156.76,"ad_group_33"
2015-11-08,16812,833,24,1,330.91,"ad_group_33"
2015-11-09,16620,887,32,1.07,225.1,"ad_group_33"
2015-11-10,15753,610,25,0.78,184.75,"ad_group_33"
2015-11-11,14619,626,24,0.86,525.65,"ad_group_33"
2015-11-12,15869,758,27,0.96,365.55,"ad_group_33"
2015-11-13,15839,823,23,1.05,415.66,"ad_group_33"
2015-11-14,16310,673,26,0.83,450.34,"ad_group_33"
2015-11-15,16246,746,25,0.92,516.69,"ad_group_33"
2015-11-16,16837,1070,25,1.28,318.83,"ad_group_33"
2015-11-17,15693,660,25,0.85,432.62,"ad_group_33"
2015-11-18,16292,672,23,0.83,284.61,"ad_group_33"
2015-11-19,16221,694,24,0.86,497.32,"ad_group_33"
2015-11-20,15745,681,23,0.87,171.3,"ad_group_33"
2015-11-21,15260,696,26,0.92,318.57,"ad_group_33"
2015-11-22,16430,684,25,0.84,485.85,"ad_group_33"
2015-10-01,30296,2482,232,1.69,3077.83,"ad_group_34"
2015-10-02,31332,3258,257,2.13,3156.62,"ad_group_34"
2015-10-03,32701,2569,245,1.63,4179.47,"ad_group_34"
2015-10-04,35084,3088,299,1.81,5710.74,"ad_group_34"
2015-10-05,34614,2960,244,1.75,4005.39,"ad_group_34"
2015-10-06,37229,3473,242,1.91,4444.07,"ad_group_34"
2015-10-07,37775,3193,268,1.74,1808.92,"ad_group_34"
